queue_rank,candidate_id,bindingdb_monomer_id,standardized_smiles,standardized_inchikey,generic_murcko_scaffold_smiles,pass_1_status,pass_2_status,final_membership_decision,quarantine_reasons
77,BDB-50274074,50274074,C[C@@H]1Oc2ccc(Nc3ncnc4c3oc3ccccc34)cc2NC1=O,DKRKGVPEEBGRFA-JTQLQIEISA-N,CC1CCC2CCC(CC3CCCC4C5CCCCC5CC34)CC2C1,metadata_pass_fulltext_ready,quarantine,quarantine,unresolved_molecule_identity|unresolved_relation|unresolved_stereochemistry|unresolved_units
78,BDB-50341191,50341191,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)[C@@H]3CC[C@H](NC(=O)c4cccc(C(F)(F)F)c4)C3)sc12,NCWRSHWNMYHJMN-AEFFLSMTSA-N,CC(CC1CCC(C(C)CC2CC3CCCCC3C2)C1)C1CCCCC1,metadata_pass_requires_endpoint_resolution,quarantine,quarantine,retrieved_primary_full_text_unavailable
79,BDB-50298541,50298541,O=C(Cc1cccs1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,AZLDXOUTWIDEOW-UHFFFAOYSA-N,CC(CC1CCCC1)CC1CC2CC(CCC3CCCCC3)CC2C2CC(C3CCCC3)CC12,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
80,BDB-50594653,50594653,CCn1c(Br)nc2c(NCCc3ccccc3)cc(N)cc21,WVAMXXSOZXMUOF-UHFFFAOYSA-N,C1CCC(CCCC2CCCC3CCCC23)CC1,quarantine_nonprimary_source,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
81,BDB-50399580,50399580,Cn1cc2c(nc(NC3CCCC3)n3nc(-c4ccco4)nc23)n1,GQQIISWJBGUJTR-UHFFFAOYSA-N,C1CCC(CC2CC3CCCC3C3CC(C4CCCC4)CC23)C1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
82,BDB-50389844,50389844,N#CC(N=Nc1ccc(S(N)(=O)=O)cc1)c1nc2ccccc2[nH]1,HHIJNJVKPRZBGF-UHFFFAOYSA-N,C1CCC(CCCC2CC3CCCCC3C2)CC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
83,BDB-50248576,50248576,COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCc4ccncc4)nc32)c1,CPCBVGFLWLFBQV-UHFFFAOYSA-N,CC1C(CC2CCCCC2)C2CCC(CCC3CCCCC3)CC2C1C1CCCCC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
84,BDB-50580305,50580305,Nc1ccccc1NC(=O)c1ccc(CCCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1,DSSCLJMOOUNHMW-UHFFFAOYSA-N,CC(CC1CCCCC1)C1CCC(CCCCC2CCC3CC(C4CCCC4)CC3C2)CC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
85,BDB-50102286,50102286,O=c1c(-c2ccco2)nnc2n(Cc3ccccc3)c3ccccc3n12,LAKWSLSTUWRCOM-UHFFFAOYSA-N,CC1C(C2CCCC2)CCC2C(CC3CCCCC3)C3CCCCC3C12,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
86,BDB-50119157,50119157,Nc1nc(-c2cnn(CCc3ccccc3)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,GAQVVAKOAPHOLM-VGKBRBPRSA-N,C1CCC(CCC2CCC(C3CCC4CCC(C5CCCC5)C4C3)C2)CC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
87,BDB-50038005,50038005,CCc1nc2c(=O)n(Cc3ccccc3)nc(C3CCCC3)c2c2cc(-c3ccccc3)nn12,GJLCUFJWXOCCCT-UHFFFAOYSA-N,CC1C(CC2CCCCC2)CC(C2CCCC2)C2C3CC(C4CCCCC4)CC3CCC12,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
88,BDB-50306789,50306789,Cc1ccc(Nc2nc(N)nc(CN3C(=O)NC4(CCCCC4)C3=O)n2)cc1,LYSQKWDUPSIMCD-UHFFFAOYSA-N,CC1CC2(CCCCC2)C(C)C1CC1CCCC(CC2CCCCC2)C1,metadata_pass_fulltext_ready,quarantine,quarantine,unresolved_molecule_identity|unresolved_relation|unresolved_stereochemistry|unresolved_units|unresolved_wild_type_status
89,BDB-50545419,50545419,Nc1nc(-c2ccc(OCCN3CCCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12,SFXLMSXZEZYXTH-UHFFFAOYSA-N,CC1C2CC(C3CCC(CCCC4CCCC4)CC3)CCC2CC1C1CCCCC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
90,BDB-50137520,50137520,CNc1nc(NC(=O)c2ccccc2)n2nc(-c3ccco3)nc2n1,HFNKEYSOOSBXSY-UHFFFAOYSA-N,CC(CC1CCCC2CC(C3CCCC3)CC12)C1CCCCC1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
91,BDB-50389835,50389835,Cc1ccc2[nH]c3nc(SCC(=O)Nc4ncc(C)s4)nnc3c2c1,SQCJGLDOAFXMRT-UHFFFAOYSA-N,CC(CCC1CCC2C(C1)CC1CCCCC12)CC1CCCC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
92,BDB-50318270,50318270,O=C(Nc1nc(-c2ccccc2)nc2nn(Cc3ccccc3)cc12)c1ccccc1,ACNFYYUXBQGWQL-UHFFFAOYSA-N,CC(CC1CC(C2CCCCC2)CC2CC(CC3CCCCC3)CC21)C1CCCCC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
93,BDB-21217,21217,Cc1cccc2[nH]c(-c3cnc4ccccc4n3)nc12,HQNVISKJTIKRQJ-UHFFFAOYSA-N,C1CCC2CC(C3CC4CCCCC4C3)CCC2C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
94,BDB-50505398,50505398,Nc1nc(-c2ccc(NC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12,CERHJURNDKCFRJ-UHFFFAOYSA-N,CC(CCCCC1CCCC1)CC1CCC(C2CCC3CC(C4CCCCC4)C(C)C3C2)CC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
95,BDB-50232049,50232049,CCCn1c(=O)c2[nH]c(-c3cnn(CC(=O)N4CCN(c5cccc(C(F)(F)F)c5)CC4)c3)nc2n(CCC)c1=O,FTYUKYLDBALLID-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CC(C)C4CCC(C5CCCCC5)CC4)C3)CC2C1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
96,BDB-50306787,50306787,NC1=C(Nc2cccc(C(F)(F)F)c2)C(=O)c2ccccc2C1=O,GHCCRBAXZVOAEU-UHFFFAOYSA-N,CC1CC(CC2CCCCC2)C(C)C2CCCCC12,metadata_pass_fulltext_ready,quarantine,quarantine,unresolved_molecule_identity|unresolved_relation|unresolved_stereochemistry|unresolved_units|unresolved_wild_type_status
97,BDB-50487423,50487423,CC(C)(C)C(=O)c1cc2c([nH]c1=O)CC(c1ccccc1)CC2=O,UAWCCUPYYLZMFD-UHFFFAOYSA-N,CC1CCC2C(C)CC(C3CCCCC3)CC2C1,metadata_pass_doi_only_needs_source_retrieval,quarantine,quarantine,retrieved_primary_full_text_unavailable
98,BDB-50376934,50376934,O=C(COc1ccc(Nc2nc(OCCc3c[nH]c4cc(Br)ccc34)nc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1)Nc1ccccc1,AYTIQMDUSGIKIT-FTBITJBVSA-N,CC(CCC1CCC(CC2CC(CCCC3CCC4CCCCC43)CC3C(C4CCCC4)CCC23)CC1)CC1CCCCC1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
99,BDB-50534168,50534168,Cn1c(=O)c2c(nc3n2CCN(c2cccc(Cl)c2)C3)n(C)c1=O,HJXMNEXKEFWFHF-UHFFFAOYSA-N,CC1CC(C)C2C(C1)CC1CC(C3CCCCC3)CCC12,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
100,BDB-50189817,50189817,Nc1cccc2c1nc(NC(=O)C(c1ccccc1)c1ccccc1)c1nn(-c3ccccc3)c(=O)n12,CVTMECIYXVPNLC-UHFFFAOYSA-N,CC(CC1CC2CCCCC2C2C(C)C(C3CCCCC3)CC12)C(C1CCCCC1)C1CCCCC1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
101,BDB-50360187,50360187,Nc1nc(N2CCN(C(=O)C(c3ccccc3)c3ccccc3)CC2)nc2nc(-c3ccco3)nn12,JJJCYECCFBECJK-UHFFFAOYSA-N,CC(C1CCC(C2CCC3CC(C4CCCC4)CC3C2)CC1)C(C1CCCCC1)C1CCCCC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
102,BDB-50141456,50141456,Nc1nc(NC(=O)CCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,RZWYFQWUSTWXOT-XKLVTHTNSA-N,CC(CCC1CCCCC1)CC1CCC2CCC(C3CCCC3)C2C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
103,BDB-50555722,50555722,Nc1nc(-c2ccc(NC(=O)CCNCCc3ccc(S(N)(=O)=O)cc3)cc2)cn2c(=O)n(-c3ccccc3)nc12,XXOMDNKNONGBRR-UHFFFAOYSA-N,CC(CCCCCC1CCCCC1)CC1CCC(C2CCC3CC(C4CCCCC4)C(C)C3C2)CC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
104,BDB-50309781,50309781,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCc4cn(C56CC7CC(CC(C7)C5)C6)nn4)nc31)[C@H](O)[C@@H]2O,IMOUNXQRZGLBSG-DYHDFLJKSA-N,C1CCC(CCC2CC(CCCCCCC3CCC(C45CC6CC(CC(C6)C4)C5)C3)CC3C2CCC3C2CCC3CC32)CC1,metadata_pass_fulltext_ready,quarantine,quarantine,unresolved_molecule_identity|unresolved_relation|unresolved_stereochemistry|unresolved_units|unresolved_wild_type_status
105,BDB-50649072,50649072,Nc1nc2c3cc(Br)ccc3nc(-c3ccccc3)n2n1,DAEVVVNWLHLTCV-UHFFFAOYSA-N,C1CCC(C2CC3CCCCC3C3CCCC23)CC1,quarantine_nonprimary_source,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
106,BDB-50232048,50232048,CCCn1c(=O)c2[nH]c(-c3cnn(CC4CCN(c5ccc(OC(F)(F)F)cc5)C4=O)c3)nc2n(CCC)c1=O,NRRYCEINQLPTLE-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CC4CCC(C5CCCCC5)C4C)C3)CC2C1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
107,BDB-50147637,50147637,Nc1cc(C(=O)N2CCCCC2)cc2nc(-c3ccco3)nn12,LUUSEYRGIWCHGC-UHFFFAOYSA-N,CC(C1CCCCC1)C1CCC2CC(C3CCCC3)CC2C1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
108,BDB-50324969,50324969,CCOCc1sc(NC(=O)c2ccco2)nc1-c1ccccc1,GQUGZFLBFPOQQC-UHFFFAOYSA-N,CC(CC1CCC(C2CCCCC2)C1)C1CCCC1,metadata_pass_requires_endpoint_resolution,quarantine,quarantine,retrieved_primary_full_text_unavailable
109,BDB-50083915,50083915,O=c1c(-c2ccsc2)nnc2[nH]c3ccccc3n12,UUFLIBCXLXMTGF-UHFFFAOYSA-N,CC1C(C2CCCC2)CCC2CC3CCCCC3C21,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
110,BDB-50410730,50410730,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(CS(=O)(=O)N5CCCC5)cc4)cc3)cc2n(CCC)c1=O,ARQDPBXHSFRPRH-UHFFFAOYSA-N,CC(CCC1CCC(C2CC3CC(C)CC(C)C3C2)CC1)CC1CCC(CC(C)(C)C2CCCC2)CC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
111,BDB-175399,175399,COc1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1OCC(=O)N1CCCCCC1,IDGFGLTVKLOCMJ-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCCC(CCC(C)C4CCCCCC4)C3)CC2C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
112,BDB-50055085,50055085,COc1ccccc1Cc1nc(N)c2nn(-c3ccccc3)cc2n1,OYGJIKRTCDDVRM-UHFFFAOYSA-N,C1CCC(CC2CCC3CC(C4CCCCC4)CC3C2)CC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
113,BDB-50494549,50494549,Cn1c(=O)c2[nH]c([C@]34C[C@@H]5C[C@H](C[C@H]3C5)C4)nc2n(C)c1=O,JNILKZBFDIKTIT-IOOBAMJDSA-N,CC1CC(C)C2CC(C34CC5CC(CC3C5)C4)CC2C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
114,BDB-175402,175402,COc1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1OCC(=O)N1C=NCC1,UFDSXJSHQYVRHF-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCCC(CCC(C)C4CCCC4)C3)CC2C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
115,BDB-50187588,50187588,CCCCn1c(=O)c2c(nc3n2CCCN3c2ccc(OCCN3CCCCC3)cc2)n(CCCC)c1=O,DJMAOAZZXABOFN-UHFFFAOYSA-N,CC1CC(C)C2C(C1)CC1C(C3CCC(CCCC4CCCCC4)CC3)CCCC12,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
116,BDB-50176819,50176819,COC(=O)c1cnc2c(cnn2CC(Cl)c2ccccc2)c1NCc1ccccc1,JPKVNXGYCSFLGI-UHFFFAOYSA-N,C1CCC(CCC2CCC3C(CCC4CCCCC4)CCCC23)CC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
117,BDB-50116384,50116384,O=c1c2c(nc3ccccn32)n(Cc2ccccc2)c(=O)n1CC1CC1,SGNCTBLOFLIZCK-UHFFFAOYSA-N,CC1C(CC2CC2)C(C)C2C3CCCCC3CC2C1CC1CCCCC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
118,BDB-50137522,50137522,O=C(Nc1ccccc1)Nc1nc(NC2CCCCC2)nc2nc(-c3ccco3)nn12,PBXFOUQUQNIFAX-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CC(CC2CCCCC2)CC2CC(C3CCCC3)CC12,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
119,BDB-175385,175385,COc1ccc(CCNC(=O)COc2cccc(-c3nc4c([nH]3)c(=O)n(C)c(=O)n4C)c2)cc1OC,CQMZWYQNQJMCCO-UHFFFAOYSA-N,CC(CCCC1CCCCC1)CCC1CCCC(C2CC3CC(C)CC(C)C3C2)C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
120,BDB-50156616,50156616,Nc1nc(N2CCN3C[C@@H](COc4cccc(F)c4)CC[C@H]3C2)nc2nc(-c3ccco3)nn12,FARQWWRBQXFTDH-RDJZCZTQSA-N,C1CCC(CCC2CCC3CC(C4CCC5CC(C6CCCC6)CC5C4)CCC3C2)CC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
121,BDB-50573591,50573591,Nc1ncnc2c1nc(C#Cc1ccccc1)n2[C@H]1C[C@H](O)[C@@H](CO)O1,XCPOOYABRFHDAQ-GZBFAFLISA-N,C1CCC(CCC2CC3CCCCC3C2C2CCCC2)CC1,metadata_pass_fulltext_ready,quarantine,quarantine,unresolved_molecule_identity|unresolved_relation|unresolved_stereochemistry|unresolved_units|unresolved_wild_type_status
122,BDB-50513536,50513536,Nc1nc(N/N=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,BSBGWMHQUSMMBO-HIJSFIBBSA-N,C1CCC(C(C2CCCCC2)C2CCC(CCCC3CCC4CCC(C5CCCC5)C4C3)CC2)CC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
123,BDB-50264171,50264171,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(N[C@H]3C[C@@H]3c3ccccc3)nc(Cl)nc21,ZGLFUGCOCLZCQG-XWAOVWAASA-N,C1CCC(C2CC2CC2CCCC3C2CCC3C2CCC3CC32)CC1,metadata_pass_fulltext_ready,quarantine,quarantine,unresolved_molecule_identity|unresolved_relation|unresolved_stereochemistry|unresolved_units|unresolved_wild_type_status
124,BDB-50313075,50313075,c1coc(-c2nc3[nH]ncc3cc2-c2ccncn2)c1,FUZVDFCUPYVIEA-UHFFFAOYSA-N,C1CCC(C2CC3CCCC3CC2C2CCCC2)CC1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
125,BDB-50211077,50211077,Nc1nc(NCCc2ccc(O)c(O)c2)nc2sc(-c3ccco3)nc12,KLLJKZAKUJQFQR-UHFFFAOYSA-N,C1CCC(CCCC2CCC3CC(C4CCCC4)CC3C2)CC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
126,BDB-50389830,50389830,O=C(CCN1C(=O)c2ccccc2C1=O)Nc1nc2ccccc2s1,ULXHINOEZKZYNA-UHFFFAOYSA-N,CC(CCC1C(C)C2CCCCC2C1C)CC1CC2CCCCC2C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
127,BDB-50171290,50171290,CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,HMXDWDSNPRNUKI-UHFFFAOYSA-N,CC(CC1CCCCC1)C1CC(C2CCCCC2)C(C2CCCCC2)C1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
128,BDB-50366767,50366767,CCNC(=O)C1OC(n2cnc3c(NCCCCCCNc4ccc([N+](=O)[O-])c5[n-][o+]nc45)ncnc32)C(O)C1O,JEXFNNUDLKOIMC-UHFFFAOYSA-N,C(CCCCC1CCCC2C(C3CCCC3)CCC12)CCCC1CCCC2CCCC12,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
129,BDB-50364064,50364064,CCNC(=O)[C@H]1C[C@@H](n2cnc3c(N[C@H](CC)Cc4sccc4Cl)ccnc32)[C@H](O)[C@@H]1O,DNPNXAXAKNFJDD-GFOALDQYSA-N,C1CCC(CCCC2CCCC3C(C4CCCC4)CCC23)C1,metadata_pass_fulltext_ready,quarantine,quarantine,unresolved_molecule_identity|unresolved_relation|unresolved_stereochemistry|unresolved_units|unresolved_wild_type_status
130,BDB-50491507,50491507,O=C(CCc1ccccc1)Nc1nc2ccccc2c(=O)s1,KLNYLDYPZCWDDA-UHFFFAOYSA-N,CC(CCC1CCCCC1)CC1CC(C)C2CCCCC2C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
131,BDB-50139711,50139711,COc1cccc(-c2nnc(-c3ccc(Cl)c(Cl)c3)[nH]2)c1,DHTUIDHJRHTUOI-UHFFFAOYSA-N,C1CCC(C2CCC(C3CCCCC3)C2)CC1,metadata_pass_requires_endpoint_resolution,quarantine,quarantine,retrieved_primary_full_text_unavailable
132,BDB-50410648,50410648,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NC4CCc5ccccc54)cc3)cc2n(C)c1=O,AVEYDODSONUKCQ-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCC(C)CC4CCC5CCCCC54)CC3)CC2C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
133,BDB-50377454,50377454,O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,XEEQGYMUWCZPDN-IUODEOHRSA-N,C1CCC(CC2CCCC3CCCCC32)CC1,metadata_pass_requires_endpoint_resolution,quarantine,quarantine,retrieved_primary_full_text_unavailable
134,BDB-44650,44650,N#CCSc1nc2cc(C(=O)N3CCC(C(N)=O)CC3)ccc2c2nc3ccccc3n12,MYUCPCJDLCLXDA-UHFFFAOYSA-N,CC(C1CCCCC1)C1CCC2C(CCC3C4CCCCC4CC23)C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
135,BDB-50139836,50139836,Nc1nc(C(=O)NCc2cccc3cc(C(=O)N4CCCc5ccccc54)cnc23)c2cccc(F)c2n1,WKZDIXJLBNRISL-UHFFFAOYSA-N,CC(CCC1CCCC2CC(C(C)C3CCCC4CCCCC43)CCC12)C1CCCC2CCCCC21,metadata_pass_requires_endpoint_resolution,quarantine,quarantine,retrieved_primary_full_text_unavailable
136,BDB-50341188,50341188,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)N3CCC(O)(c4cccc(C(F)(F)F)c4)CC3)sc12,SNJRGPSAULQWEJ-UHFFFAOYSA-N,CC(CC1CC2CCCCC2C1)C1CCC(C2CCCCC2)CC1,metadata_pass_requires_endpoint_resolution,quarantine,quarantine,retrieved_primary_full_text_unavailable
137,BDB-50120761,50120761,Cc1cn2c(NC(=O)C3CCCC3)nc(-c3ccccc3)nc2n1,BSNJZTLENAKNNX-UHFFFAOYSA-N,CC(CC1CC(C2CCCCC2)CC2CCCC21)C1CCCC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
138,BDB-50022732,50022732,Cc1[nH]nc2c([N+](=O)[O-])c3[nH]nc(C)c3cc12,SJGRLFUUACZQRA-UHFFFAOYSA-N,C1CC2CC3CCCC3CC2C1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
139,BDB-50180205,50180205,Cc1ccccc1CNc1nc(Cl)nc2c1ncn2[C@@H]1S[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O,AZMGORPHNMBVBU-KSVNGYGVSA-N,CC(CC1CC1)C1CCC(C2CCC3C(CCC4CCCCC4)CCCC32)C1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
140,BDB-50313077,50313077,Cn1c(=O)[nH]c2nc(-c3ccco3)c(-c3ccncn3)cc21,OWBPIGOKYQPEBA-UHFFFAOYSA-N,CC1CC2CC(C3CCCCC3)C(C3CCCC3)CC2C1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
141,BDB-50268211,50268211,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc6c(c5)OCO6)CC4)cc3)[nH]c2c1=O,LKQSGKOYMDGWTQ-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(C(C)(C)C4CCC(CC5CCC6CCCC6C5)CC4)CC3)CC2C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
142,BDB-50312947,50312947,N#Cc1ccc(NC(=O)C2CC2)nc1-c1ccco1,RWRIELQWXMXMNH-UHFFFAOYSA-N,CC(CC1CCCC(C2CCCC2)C1)C1CC1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
143,BDB-50545432,50545432,Nc1nc(-c2ccc(OCC(O)CN3CCCCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12,AWJQTLFPUKLVQL-UHFFFAOYSA-N,CC1C2CC(C3CCC(CCCCC4CCCCC4)CC3)CCC2CC1C1CCCCC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
144,BDB-50048017,50048017,CCOC(=O)c1cnc(NCc2ccc(-c3ccccc3)cc2)n2nc(-c3ccco3)nc12,RDPQQFRZIZWHKI-UHFFFAOYSA-N,C1CCC(C2CCC(CCC3CCCC4CC(C5CCCC5)CC34)CC2)CC1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
145,BDB-50542172,50542172,CC1=C(C(=O)OC(C)C)C(c2ncco2)n2c(nc3ccccc32)N1,KROGYTVNKZCWBC-UHFFFAOYSA-N,C1CCC(C2CCCC3CC4CCCCC4C32)C1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
146,BDB-50199463,50199463,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,PWANAKRSKQRVSS-QKZATRHHSA-N,C1CC(CC(C2CC2)C2CC2)C2CCC(C3CCC4CC43)C2C1,quarantine_target_not_supported,quarantine,quarantine,pass_1_rejected|unresolved_molecule_identity|unresolved_relation|unresolved_stereochemistry|unresolved_target_species|unresolved_units|unresolved_wild_type_status
147,BDB-50139817,50139817,Nc1nc(C(=O)NCc2cccc3c2C(=O)NC3)c2cccc(F)c2n1,FIBSWIHKNWCKJD-UHFFFAOYSA-N,CC(CCC1CCCC2CCC(C)C12)C1CCCC2CCCCC21,metadata_pass_requires_endpoint_resolution,quarantine,quarantine,retrieved_primary_full_text_unavailable
148,BDB-50011305,50011305,O=C(NCCNC(=O)c1nc(NCC(c2ccccc2)c2ccccc2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)NC1CCN(c2ccccn2)CC1,ZHQNOECYYOPOGK-AAAKGCLZSA-N,CC(CCCCC(C)C1CC(CCC(C2CCCCC2)C2CCCCC2)C2CCC(C3CCCC3)C2C1)CC1CCC(C2CCCCC2)CC1,quarantine_nonprimary_source,quarantine,quarantine,pass_1_rejected|retrieved_primary_full_text_unavailable
149,BDB-50496142,50496142,Cn1c(=O)c2[nH]c(-c3ccc(OCCCN4CCN(Cc5ccccc5Cl)CC4)cc3)nc2n(C)c1=O,ACDUFNNGCHAONI-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CCCCC4CCC(CC5CCCCC5)CC4)CC3)CC2C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
150,BDB-50275669,50275669,Cc1nc2c(N)nc(NCc3cccs3)nc2s1,FAQMPXZLGHDHHK-UHFFFAOYSA-N,C1CCC(CCC2CCC3CCCC3C2)C1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
151,BDB-50318286,50318286,O=C(Nc1ncnc2nn(Cc3ccccc3)cc12)c1cccc(Cl)c1,GNLKLLHCPPYDLC-UHFFFAOYSA-N,CC(CC1CCCC2CC(CC3CCCCC3)CC21)C1CCCCC1,metadata_pass_needs_fulltext,quarantine,quarantine,retrieved_primary_full_text_unavailable
