chembl_id,molecule_name,proposed_class,evidence_strength,functional_activity_rows,unique_assays,unique_documents,representative_assay,representative_document,representative_readout,representative_description,standardized_smiles,standardized_inchikey,generic_scaffold,passes_prospective_property_filters,review_notes,curation_batch,batch_priority,reviewer_1,decision_1,reviewer_2,decision_2,adjudicator,final_decision
CHEMBL2070508,CHEMBL2070508,agonist,medium,2,2,1,CHEMBL2072287,CHEMBL2069206,EC50,Agonist activity at human A2A adenosine receptor expressed in CHO cells assessed as stimulation of forskolin-induced cAMP accumulation after 30 mins,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NC2CCCC2)[C@@H](O)[C@H]1O,ISNMLOJARGEFLK-BQVMBELUSA-N,CC(CC1CCCC1)C1CCC(C2CCC3CCCCC32)C1,True,,2,31,,,,,,
CHEMBL5619520,CHEMBL5619520,antagonist,medium,2,2,1,CHEMBL5616314,CHEMBL5614411,EC50,Antagonist activity at human Adenosine receptor A2a transfected in HEK293 cells co-expressing CRE-luciferase plasmid assessed as reduction in CRE promoter activity by measuring effective concentration incubated for 18 hrs by luciferase based CRE reporter assay,CNc1nc(C#Cc2ccccc2)nc2c1ncn2Cc1ccccc1,SUDOWMACBRPLEH-UHFFFAOYSA-N,C1CCC(CCC2CCC3CCC(CC4CCCCC4)C3C2)CC1,True,,2,32,,,,,,
CHEMBL564084,CHEMBL564084,antagonist,medium,2,2,1,CHEMBL1062522,CHEMBL1153525,Activity,Antagonist activity at human A2aR expressed in HEK293 cells assessed as cAMP accumulation at 10 uM,CCCN(CCc1ccc(NC(=O)CCC(N)C(=O)NCCCCC(NC(=O)CCC(=O)NCCOCCOCCNC(=O)CCC(=O)NCCOCCOCCNC(=O)CCC(=O)NCCOCCOCCNC(=O)C(CCCCNC(=O)C(N)CCCCNC(=O)COc2ccc(-c3nc4c([nH]3)c(=O)n(CCC)c(=O)n4CCC)cc2)NC(C)=O)C(N)=O)cc1)C1CCc2c(O)cccc2C1,OTQOMCALXNRSDL-UHFFFAOYSA-N,CC(CCCCCCCCCCC(C)CCC(C)CCCCCCCCCCC(C)CCC(C)CCCCCCCCCCC(C)CCC(C)CCCCCCCC(C)CCCC(C)CC1CCC(CCCC2CCC3CCCCC3C2)CC1)CCCCCCC(C)CCCCCCC(C)CCC1CCC(C2CC3CC(C)CC(C)C3C2)CC1,False,,2,33,,,,,,
CHEMBL3416801,CHEMBL3416801,agonist,medium,2,2,1,CHEMBL3419486,CHEMBL3414558,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N4CCN(c5ccccc5)CC4)nc32)[C@H](O)[C@@H]1O,VOMVVKGMVNIXGH-GRXQJBFDSA-N,C1CCC(C2CCC(C3CCC4CCC(C5CCCC5)C4C3)CC2)CC1,True,,2,34,,,,,,
CHEMBL600794,CHEMBL600794,antagonist,medium,2,2,1,CHEMBL1071497,CHEMBL1156885,Activity,"Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as inhibition of 10 nM 3-(4-(2-(6-amino-9-((2R,3R,4S,5S)-5-(ethylcarbamoyl)-3,4-dihydroxytetrahydrofuran-2-yl)-9H-purin-2-ylamino)ethyl)phenyl)propanoic acid-induced intracellular cAMP production at 10 uM",CN1CCc2nc3sc(C(=O)Nc4ccc(Cl)cc4)c(N)c3cc2C1,YCIKPGUSEZZDGL-UHFFFAOYSA-N,CC(CC1CCCCC1)C1CC2CC3CCCCC3CC2C1,True,,2,35,,,,,,
CHEMBL600819,CHEMBL600819,antagonist,medium,2,2,1,CHEMBL1071498,CHEMBL1156885,Activity,"Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as inhibition of 10 uM 3-(4-(2-(6-amino-9-((2R,3R,4S,5S)-5-(ethylcarbamoyl)-3,4-dihydroxytetrahydrofuran-2-yl)-9H-purin-2-ylamino)ethyl)phenyl)propanoic acid-induced intracellular cAMP production at 10 uM",N#Cc1c(N)nc2c(C(N)=O)c(Nc3ccccc3)sc2c1-c1ccccc1,VJCANGHIFSKRFF-UHFFFAOYSA-N,C1CCC(CC2CC3CCCC(C4CCCCC4)C3C2)CC1,True,,2,36,,,,,,
CHEMBL3416805,CHEMBL3416805,agonist,medium,2,2,1,CHEMBL3419486,CHEMBL3414558,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N4CCN(c5ccc(OCc6ccccc6)cc5)CC4)nc32)[C@H](O)[C@@H]1O,BMVQYTBZDSZAEL-NLJXWPIHSA-N,C1CCC(CCC2CCC(C3CCC(C4CCC5CCC(C6CCCC6)C5C4)CC3)CC2)CC1,False,,2,37,,,,,,
CHEMBL136689,CHEMBL136689,antagonist,initial,2,1,1,CHEMBL5037232,CHEMBL5036326,Ki,Antagonist activity at human adenosine A2A receptor expressed in Flp-In-CHO cell membrane assessed as inhibition of NECA-induced cAMP accumulation in presence of forskolin measured after 40 mins by alpha screen LANCE assay,COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,AEULVFLPCJOBCE-UHFFFAOYSA-N,C1CCC(CCCC2CCC3C2CCC2CC(C4CCCC4)CC23)CC1,True,,2,38,,,,,,
CHEMBL2381765,CHEMBL2381765,antagonist,initial,2,1,1,CHEMBL2384072,CHEMBL2380258,IC50,Antagonist activity at recombinant human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP production after 60 mins,Cn1cnc2c(N)nc(NCCc3ccc(O)cc3)nc21,WGAKQGDHUAFLTM-UHFFFAOYSA-N,C1CCC(CCCC2CCC3CCCC3C2)CC1,True,,2,39,,,,,,
CHEMBL4159215,CHEMBL4159215,antagonist,initial,2,1,1,CHEMBL4156076,CHEMBL4152311,IC50,Antagonist activity against human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP accumulation measured after 150 mins in presence of [3H]cAMP by scintillation counting method,Nc1nc(NCc2ccsc2)nc2sc(-c3ccco3)nc12,PQWDMDZIOAGQDU-UHFFFAOYSA-N,C1CCC(CCC2CCC3CC(C4CCCC4)CC3C2)C1,True,,2,40,,,,,,
CHEMBL3740939,CHEMBL3740939,agonist,medium,2,2,1,CHEMBL3743205,CHEMBL3739405,Emax,Agonist activity at human recombinant adenosine A2A receptor expressed in CHO cells assessed as stimulation of NECA-mediated cAMP accumulation preincubated for 15 mins followed by NECA addition measured after 15 mins by enzyme immunoassay relative to NECA,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N(C)C)nc43)[C@H](O)[C@@H]2O)n1,XACFFOLLZVHOCM-QRIDJOKKSA-N,C1CCC(C2CCC(C3CCC4CCCCC43)C2)C1,True,,2,41,,,,,,
CHEMBL4167557,CHEMBL4167557,antagonist,initial,2,1,1,CHEMBL4156076,CHEMBL4152311,IC50,Antagonist activity against human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP accumulation measured after 150 mins in presence of [3H]cAMP by scintillation counting method,Nc1nc(NCCc2ccco2)nc2sc(-c3ccco3)nc12,JYTHVDBRJGGODY-UHFFFAOYSA-N,C1CCC(CCCC2CCC3CC(C4CCCC4)CC3C2)C1,True,,2,42,,,,,,
CHEMBL506250,CHEMBL506250,antagonist,initial,2,1,1,CHEMBL967912,CHEMBL1155896,Kd,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as effect on CGS-21680-induced cAMP production,N#Cc1c(-c2ccco2)cc(-c2ccco2)nc1N,BDULELAUBSFJFH-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCCC3)C2)C1,True,,2,43,,,,,,
CHEMBL3741393,CHEMBL3741393,agonist,medium,2,2,1,CHEMBL3743420,CHEMBL3739405,EC50,Agonist activity at human recombinant adenosine A2A receptor expressed in CHO cells assessed as stimulation of NECA-mediated cAMP accumulation preincubated for 15 mins followed by NECA addition measured after 15 mins by enzyme immunoassay,CC(Cc1ccccc1)Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,YISHBQSEDYNEAM-BTBIENRZSA-N,C1CCC(CCCC2CCC3CCC(C4CCCC4)C3C2)CC1,True,,2,44,,,,,,
CHEMBL5073669,CHEMBL5073669,antagonist,initial,2,1,1,CHEMBL5037232,CHEMBL5036326,Ki,Antagonist activity at human adenosine A2A receptor expressed in Flp-In-CHO cell membrane assessed as inhibition of NECA-induced cAMP accumulation in presence of forskolin measured after 40 mins by alpha screen LANCE assay,CCCCn1c(=O)c2nc(C34CCC(C(=O)NCCCN=[N+]=[N-])(CC3)CC4)[nH]c2n(CCCNC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,OILFXMJWXJFNKA-UHFFFAOYSA-N,CC(CCCCC1C(C)CC(C)C2CC(C34CCC(CC3)CC4)CC12)C1CCCCC1,False,,2,45,,,,,,
CHEMBL5076572,CHEMBL5076572,antagonist,initial,2,1,1,CHEMBL5037232,CHEMBL5036326,pKb,Antagonist activity at human adenosine A2A receptor expressed in Flp-In-CHO cell membrane assessed as inhibition of NECA-induced cAMP accumulation in presence of forskolin measured after 40 mins by alpha screen LANCE assay,C#CCNC(=O)C12CCC(c3nc4c(=O)n(CCCC)c(=O)n(CCC)c4[nH]3)(CC1)CC2,HPGLNKYCDIIEST-UHFFFAOYSA-N,CC1CC(C)C2CC(C34CCC(CC3)CC4)CC2C1,True,,2,46,,,,,,
CHEMBL3771208,CHEMBL3771208,agonist,medium,2,2,1,CHEMBL5099262,CHEMBL5096218,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO-K1 cells assessed as inhibition of forskolin-induced cAMP accumulation incubated for 30 mins by LANCE ultra assay,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCC[C@H]4OCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,XSVRBMOJKPAIJX-NKYRPOHVSA-N,C1CCC(CCC2CCCC2CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,2,47,,,,,,
CHEMBL5176737,CHEMBL5176737,antagonist,initial,2,1,1,CHEMBL5148543,CHEMBL5143715,IC50,Antagonist activity at A2AAR in human HEK293 cells assessed as inhibition of CGS21680-induced cAMP production preincubated for 15 mins followed by CGS21680 addition and measured after 15 mins by HTRF assay,Nc1nc(C(=O)NCc2ccccn2)cn2c1nc1ccccc12,QHIATACMHNLOEM-UHFFFAOYSA-N,CC(CCC1CCCCC1)C1CCC2CC3CCCCC3C2C1,True,,2,48,,,,,,
CHEMBL1076503,CHEMBL1076503,antagonist,initial,1,1,1,CHEMBL1105840,CHEMBL1154258,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay,O=C(NC1CC1)c1nc(NCc2cccnc2)nc2ccsc12,DJXXCPVDTMEZQZ-UHFFFAOYSA-N,CC(CC1CC1)C1CC(CCC2CCCCC2)CC2CCCC21,True,,2,49,,,,,,
CHEMBL1076504,CHEMBL1076504,antagonist,initial,1,1,1,CHEMBL1105840,CHEMBL1154258,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay,CC(C)NC(=O)c1nc(NCc2cccnc2)nc2ccsc12,CDUCLUZYLNLKKW-UHFFFAOYSA-N,C1CCC(CCC2CCC3CCCC3C2)CC1,True,,2,50,,,,,,
CHEMBL4059961,CHEMBL4059961,agonist,medium,2,2,1,CHEMBL4052151,CHEMBL4049451,EC50,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(Br)c5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,WTSRCKFFAWSKBH-MOROJQBDSA-N,C1CCC(CCC2CCCC3C2CCC3C2CCC(C3CCCC3)C2)CC1,True,,2,51,,,,,,
CHEMBL1077749,CHEMBL1077749,antagonist,initial,1,1,1,CHEMBL1105840,CHEMBL1154258,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay,Cc1nc(C(=O)c2ccc(C)s2)c2sccc2n1,OUKKULWZHJJUCO-UHFFFAOYSA-N,CC(C1CCCC1)C1CCCC2CCCC21,True,,3,1,,,,,,
CHEMBL1077902,CHEMBL1077902,antagonist,initial,1,1,1,CHEMBL1105840,CHEMBL1154258,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay,Cc1ccc(C(=O)c2nc(NCc3ccncn3)nc3ccsc23)s1,SFYCKRAOKBZQQD-UHFFFAOYSA-N,CC(C1CCCC1)C1CC(CCC2CCCCC2)CC2CCCC21,True,,3,2,,,,,,
CHEMBL4076003,CHEMBL4076003,agonist,medium,2,2,1,CHEMBL4052151,CHEMBL4049451,EC50,Agonist activity at recombinant human adenosine A2A receptor expressed in CHO cell membranes assessed as stimulation of adenylyl cyclase activity by [alpha-32P]ATP assay,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5ccco5)ncnc43)[C@H](O)[C@@H]2O)n1,VLAOLJRMDZJSLN-PFHKOEEOSA-N,C1CCC(CCC2CCCC3C2CCC3C2CCC(C3CCCC3)C2)C1,True,,3,3,,,,,,
CHEMBL1078001,CHEMBL1078001,antagonist,initial,1,1,1,CHEMBL1105840,CHEMBL1154258,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay,Cc1ccc(C(=O)c2nc(NC(=O)c3cccnc3)nc3ccsc23)s1,RMNYIORRJFTYKB-UHFFFAOYSA-N,CC(CC1CC2CCCC2C(C(C)C2CCCC2)C1)C1CCCCC1,True,,3,4,,,,,,
CHEMBL1078085,CHEMBL1078085,antagonist,initial,1,1,1,CHEMBL1105840,CHEMBL1154258,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHOK1 cells assessed as inhibition of calcium mobilization by FLIPR assay,Cc1ccc(C(=O)c2nc(NCCc3ccccn3)nc3ccsc23)s1,WBCAKXYDAUCZDG-UHFFFAOYSA-N,CC(C1CCCC1)C1CC(CCCC2CCCCC2)CC2CCCC21,True,,3,5,,,,,,
