chembl_id,molecule_name,proposed_class,evidence_strength,functional_activity_rows,unique_assays,unique_documents,representative_assay,representative_document,representative_readout,representative_description,standardized_smiles,standardized_inchikey,generic_scaffold,passes_prospective_property_filters,review_notes,curation_batch,batch_priority,reviewer_1,decision_1,reviewer_2,decision_2,adjudicator,final_decision
CHEMBL261482,CHEMBL261482,agonist,initial,1,1,1,CHEMBL2072287,CHEMBL2069206,EC50,Agonist activity at human A2A adenosine receptor expressed in CHO cells assessed as stimulation of forskolin-induced cAMP accumulation after 30 mins,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O,MYNRELUCFAQMFC-QRIDJOKKSA-N,CC(CC1CC1)C1CCC(C2CCC3CCCCC32)C1,True,,5,5,,,,,,
CHEMBL4452288,CHEMBL4452288,antagonist,initial,1,1,1,CHEMBL4322430,CHEMBL4321802,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-stimulated adenylyl cyclase activity by Glo-sensor cAMP assay,Nc1nc(-c2ccc(NC(=O)CCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12,PSDRVKSUMXGOJT-UHFFFAOYSA-N,CC(CCCCC1CCCC1)CCCC(C)CC1CCC(C2CCC3CC(C4CCCCC4)C(C)C3C2)CC1,False,,5,6,,,,,,
CHEMBL447664,VIPADENANT,antagonist,initial,1,1,1,CHEMBL1022271,CHEMBL1139344,Kd,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells treated for 15 mins by calcium mobilization-based FLIPR assay,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,HQSBCDPYXDGTCL-UHFFFAOYSA-N,C1CCC(CC2CCC3C(C4CCCC4)CCCC23)CC1,True,,5,7,,,,,,
CHEMBL3133079,CHEMBL3133079,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCCc4ccccc4)nc(N)nc32)[C@H](O)[C@@H]1O,RNSBXSZLWYVTLA-MOROJQBDSA-N,C1CCC(CCCC2CCCC3C(C4CCCC4)CCC23)CC1,True,,5,8,,,,,,
CHEMBL4529321,CHEMBL4529321,antagonist,initial,1,1,1,CHEMBL4333789,CHEMBL4330140,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced increase in cAMP accumulation preincubated for 10 mins followed by NECA addition by GloSensor cAMP assay,Nc1nc(-c2cccc(O)c2)nc2sc(-c3ccco3)nc12,IFAWCWLECSSPBT-UHFFFAOYSA-N,C1CCC(C2CCC3CC(C4CCCC4)CC3C2)CC1,True,,5,9,,,,,,
CHEMBL4559969,CHEMBL4559969,antagonist,initial,1,1,1,CHEMBL4333789,CHEMBL4330140,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced increase in cAMP accumulation preincubated for 10 mins followed by NECA addition by GloSensor cAMP assay,Nc1nc(-c2ccco2)nc2sc(-c3ccco3)nc12,YXLDLDOAWIUYIS-UHFFFAOYSA-N,C1CCC(C2CCC3CC(C4CCCC4)CC3C2)C1,True,,5,10,,,,,,
CHEMBL457102,CHEMBL457102,antagonist,initial,1,1,1,CHEMBL1029812,CHEMBL1154525,Activity,Antagonist activity against human recombinant adenosine A2A receptor expressed in HEK293 cells assessed as effect on calcium mobilization,O=C(c1ccccc1)c1sc(NCCc2cccs2)nc1-c1ccco1,GHMVNUPBBMBPQG-UHFFFAOYSA-N,CC(C1CCCCC1)C1CC(CCCC2CCCC2)CC1C1CCCC1,True,,5,11,,,,,,
CHEMBL3133081,CHEMBL3133081,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(NC)nc32)[C@H](O)[C@@H]1O,ZKLXTXSQNULGEI-MEQWQQMJSA-N,C1CCC(CC2CCCC3C(C4CCCC4)CCC23)C1,True,,5,12,,,,,,
CHEMBL4586743,CHEMBL4586743,antagonist,initial,1,1,1,CHEMBL4322430,CHEMBL4321802,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-stimulated adenylyl cyclase activity by Glo-sensor cAMP assay,CC(C)(C)c1cc(C(=O)NCCC(=O)Nc2ccc(-c3cn4c(=O)n(-c5ccccc5)nc4c(N)n3)cc2)cc(C(C)(C)C)c1O,GNROHNFPJCPGCQ-UHFFFAOYSA-N,CC(CCCC(C)C1CCCCC1)CC1CCC(C2CCC3CC(C4CCCCC4)C(C)C3C2)CC1,False,,5,13,,,,,,
CHEMBL461665,CHEMBL461665,antagonist,initial,1,1,1,CHEMBL1029812,CHEMBL1154525,Activity,Antagonist activity against human recombinant adenosine A2A receptor expressed in HEK293 cells assessed as effect on calcium mobilization,CNc1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,VVCBHFZICJIYTO-UHFFFAOYSA-N,CC(C1CCCCC1)C1CCCC1C1CCCC1,True,,5,14,,,,,,
CHEMBL3133157,CHEMBL3133157,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCC4)nc(N)nc32)[C@H](O)[C@@H]1O,NPUPFMDILXTXOB-AEISUSGSSA-N,C1CC(CC2CCCC3C(C4CCCC4)CCC23)C1,True,,5,15,,,,,,
CHEMBL4740383,ETRUMADENANT,antagonist,initial,1,1,1,CHEMBL5531816,CHEMBL5528085,IC50,Antagonist activity at human adenosine 2A receptor overexpressed in HEK293 cells preincubated for 0.5 hrs followed by NECA stimulation by GloSensor cAMP assay,Cc1c(C#N)cccc1-c1cc(-c2cn(Cc3cccc(C(C)(C)O)n3)nn2)nc(N)n1,BUXIAWLTBSXYSW-UHFFFAOYSA-N,C1CCC(CC2CCC(C3CCCC(C4CCCCC4)C3)C2)CC1,True,,5,16,,,,,,
CHEMBL4745482,CHEMBL4745482,antagonist,initial,1,1,1,CHEMBL4701012,CHEMBL4699449,Kb,Antagonist activity at human adenosine 2A receptor expressed in T-REx-CHO cells preincubated for 1 hr followed by NECA stimulation and measured after 30 mins by Eu-cAMP tracer based TR-FRET assay,COCc1cccc(Cn2cc(-c3cc(-c4ccco4)nc(N)n3)nn2)n1,NGLGHDWHOPNEET-UHFFFAOYSA-N,C1CCC(CC2CCC(C3CCCC(C4CCCC4)C3)C2)CC1,True,,5,17,,,,,,
CHEMBL3133159,CHEMBL3133159,agonist,initial,1,1,1,CHEMBL3135340,CHEMBL3132785,EC50,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCCC4)nc(N)nc32)[C@H](O)[C@@H]1O,INGLINQFJUMLPQ-MEQWQQMJSA-N,C1CCC(CC2CCCC3C(C4CCCC4)CCC23)CC1,True,,5,18,,,,,,
CHEMBL4749058,CHEMBL4749058,antagonist,initial,1,1,1,CHEMBL4701012,CHEMBL4699449,Kb,Antagonist activity at human adenosine 2A receptor expressed in T-REx-CHO cells preincubated for 1 hr followed by NECA stimulation and measured after 30 mins by Eu-cAMP tracer based TR-FRET assay,COc1cccc2c(-c3cn(Cc4cccc(C(C)(O)C(F)(F)F)[n+]4[O-])nn3)nc(N)nc12,JFXDMEOJXUXNLH-UHFFFAOYSA-N,C1CCC(CC2CCC(C3CCCC4CCCCC43)C2)CC1,True,,5,19,,,,,,
CHEMBL4750504,CHEMBL4750504,antagonist,initial,1,1,1,CHEMBL4701025,CHEMBL4699449,IC50,Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as reduction in NECA-induced cAMP level incubated for 15 mins by HTRF assay,COc1ncc(-c2ccccc2)c2ncc(NC(=O)N3CCC(C)(O)CC3)nc12,MUDMILZFFXFMHF-UHFFFAOYSA-N,CC(CC1CCC2C(CCCC2C2CCCCC2)C1)C1CCCCC1,True,,5,20,,,,,,
CHEMBL4765154,CHEMBL4765154,antagonist,initial,1,1,1,CHEMBL4701025,CHEMBL4699449,IC50,Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as reduction in NECA-induced cAMP level incubated for 15 mins by HTRF assay,COc1ccc(N2CCOCC2)c2nc(NC(=O)c3cccc(N4CCOCC4)c3)[nH]c12,CACIDNFBOFVBLU-UHFFFAOYSA-N,CC(CC1CC2CCCC(C3CCCCC3)C2C1)C1CCCC(C2CCCCC2)C1,True,,5,21,,,,,,
CHEMBL3235280,CHEMBL3235280,agonist,initial,1,1,1,CHEMBL3240794,CHEMBL3232854,EC50,Agonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as increase in intracellular cAMP level after 30 mins by EIA,CCN(CC)CCN1CCN(C(=O)CCc2cccc(CSc3nc(N)c(C#N)c(-c4ccc(NC(C)=O)cc4)n3)n2)CC1,DMDJTLNTJHFQMG-UHFFFAOYSA-N,CC(CCC1CCCC(CCC2CCCC(C3CCCCC3)C2)C1)C1CCCCC1,False,,5,22,,,,,,
CHEMBL4786207,CHEMBL4786207,antagonist,initial,1,1,1,CHEMBL4701025,CHEMBL4699449,IC50,Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as reduction in NECA-induced cAMP level incubated for 15 mins by HTRF assay,COCCn1cc(C(=O)Nc2nc3c(OC)ncc(N4CCOCC4)c3s2)cn1,FYWAHNQAQWOTDC-UHFFFAOYSA-N,CC(CC1CC2CCCC(C3CCCCC3)C2C1)C1CCCC1,True,,5,23,,,,,,
CHEMBL4855390,CHEMBL4855390,antagonist,initial,1,1,1,CHEMBL4814789,CHEMBL4813923,IC50,Antagonist activity at human A2A expressed in human HEK293 cells assessed as reduction in cAMP production preincubated for 10 mins followed by NECA stimulation and measured after 30 mins by micro plate reader method,Nc1nc(-c2cccc(Br)c2)cn2c1nc1ccccc12,PNJNWZKAPLPXAV-UHFFFAOYSA-N,C1CCC(C2CCC3CC4CCCCC4C3C2)CC1,True,,5,24,,,,,,
CHEMBL3335523,CHEMBL3335523,agonist,initial,1,1,1,CHEMBL3390256,CHEMBL3352600,EC50,Agonist activity at human adenosine A2a receptor expressed in CHO cells assessed as stimulation of cAMP formation after 24 hrs,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)Nc5ccc(OC(C)=O)c([N+](=O)[O-])c5)cc4)nc32)[C@H](O)[C@@H]1O,FDVZSKDDSYLYNX-YRIIQKNPSA-N,CC(CCC1CCC(CCCC2CCC3CCC(C4CCCC4)C3C2)CC1)CC1CCCCC1,False,,5,25,,,,,,
CHEMBL4855908,CHEMBL4855908,antagonist,initial,1,1,1,CHEMBL4842298,CHEMBL4840384,IC50,Antagonist activity at human A2aR expressed in CHO-K1 cells assessed as inhibition of cAMP accumulation preincubated for 30 mins followed by adenosine addition and measured for 30 mins by HTRF assay,Nc1nc(-c2ccc(F)cc2)c(-c2ccc(=O)[nH]c2)c2nc(CCC(F)(F)F)nn12,PBQNARNDMLPGRK-UHFFFAOYSA-N,CC1CCC(C2C3CCCC3CCC2C2CCCCC2)CC1,True,,5,26,,,,,,
CHEMBL4858144,CHEMBL4858144,antagonist,initial,1,1,1,CHEMBL4842298,CHEMBL4840384,IC50,Antagonist activity at human A2aR expressed in CHO-K1 cells assessed as inhibition of cAMP accumulation preincubated for 30 mins followed by adenosine addition and measured for 30 mins by HTRF assay,Nc1nc(-c2ccc(F)cc2)c(-c2ccc(=O)[nH]c2)c2nc(Cc3ccc(F)cn3)nn12,ZMVMIKHRMKEKHO-UHFFFAOYSA-N,CC1CCC(C2C(C3CCCCC3)CCC3CC(CC4CCCCC4)CC32)CC1,True,,5,27,,,,,,
CHEMBL336555,CHEMBL336555,agonist,initial,1,1,1,CHEMBL5129738,CHEMBL5126601,Activity,Agonist activity at human adenosine A2A receptor expressed in HEK293T cells assessed as stimulation of cAMP accumulation by GloSensor cAMP accumulation assay,Nc1nc(N)c2nccnc2n1,CITCTUNIFJOTHI-UHFFFAOYSA-N,C1CCC2CCCCC2C1,False,,5,28,,,,,,
CHEMBL486162,CHEMBL486162,antagonist,initial,1,1,1,CHEMBL950440,CHEMBL1152277,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS-21680-induced cAMP production,CC(=O)Nc1cc(-c2cccc(N3CCN(C)CC3)n2)nc(-n2nc(C)cc2C)n1,CQMWNSQCEMHNIW-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCCC(C4CCCC4)C3)C2)CC1,True,,5,29,,,,,,
CHEMBL4862010,CHEMBL4862010,antagonist,initial,1,1,1,CHEMBL4842298,CHEMBL4840384,IC50,Antagonist activity at human A2aR expressed in CHO-K1 cells assessed as inhibition of cAMP accumulation preincubated for 30 mins followed by adenosine addition and measured for 30 mins by HTRF assay,Nc1nc(-c2ccccc2)c(-c2ccnnc2)c2nc(Cc3ncccc3F)nn12,GJIKYVGVZVLJJP-UHFFFAOYSA-N,C1CCC(CC2CC3CCC(C4CCCCC4)C(C4CCCCC4)C3C2)CC1,True,,5,30,,,,,,
CHEMBL4865474,CHEMBL4865474,antagonist,initial,1,1,1,CHEMBL4842298,CHEMBL4840384,IC50,Antagonist activity at human A2aR expressed in CHO-K1 cells assessed as inhibition of cAMP accumulation preincubated for 30 mins followed by adenosine addition and measured for 30 mins by HTRF assay,Nc1nc(-c2ccccc2)c(-c2ccnnc2)c2nc(CC3CCCO3)nn12,WXYARKYAYUTGKX-UHFFFAOYSA-N,C1CCC(C2CCC3CC(CC4CCCC4)CC3C2C2CCCCC2)CC1,True,,5,31,,,,,,
CHEMBL3414573,CHEMBL3414573,agonist,initial,1,1,1,CHEMBL3419486,CHEMBL3414558,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(Cl)c(Cl)c5)CC4)nc32)[C@H](O)[C@@H]1O,CBDPEPRMHBCTEB-QPXQOZNCSA-N,C1CCC(C2CCC(CCCC3CCC4CCC(C5CCCC5)C4C3)CC2)CC1,False,,5,32,,,,,,
CHEMBL487554,CHEMBL487554,antagonist,initial,1,1,1,CHEMBL950440,CHEMBL1152277,IC50,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of CGS-21680-induced cAMP production,COC1CN(c2cccc(-c3cc(NC(C)=O)nc(-n4nc(C)cc4C)n3)n2)C1,UHHRYINUVNKFTA-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCCC(C4CCC4)C3)C2)C1,True,,5,33,,,,,,
CHEMBL4954712,CHEMBL4954712,antagonist,initial,1,1,1,CHEMBL5336575,CHEMBL5335785,pKb,Antagonist activity at human A2AR expressed in Flp-In-CHO cells assessed as NECA-mediated cAMP accumulation by measuring equilibrium dissociation constant incubated for 30 to 60 mins followed by NECA addition measured after 30 mins by LANCE cAMP assay,Cc1c(C(=O)Nc2nc3c(s2)Cc2ccccc2-3)ccc2cncn12,DOEODBMLJOZWPF-UHFFFAOYSA-N,CC(CC1CC2CC3CCCCC3C2C1)C1CCC2CCCC2C1,True,,5,34,,,,,,
CHEMBL3416776,CHEMBL3416776,agonist,initial,1,1,1,CHEMBL3419486,CHEMBL3414558,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCCN4CCN(c5ccccc5)CC4)nc32)[C@H](O)[C@@H]1O,APKBJUYYYJBSCQ-CMCWBKRRSA-N,C1CCC(C2CCC(CCCCC3CCC4CCC(C5CCCC5)C4C3)CC2)CC1,False,,5,35,,,,,,
CHEMBL5069652,CHEMBL5069652,antagonist,initial,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,COc1ccc(N2CCC(N(C)CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)C2)cc1,QCGDCFVVNKBMQC-UHFFFAOYSA-N,CC1CCC2C(C3CCCC3)CCCC2C1CCCC1CCC(C2CCCCC2)C1,True,,5,36,,,,,,
CHEMBL5072377,CHEMBL5072377,antagonist,initial,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,COc1ccc(N2C[C@@H]3C[C@H]2CN3CCn2c(=O)cnc3c(-c4ccc(C)o4)nc(N)nc32)cc1,CUZJYJCDTLGEOB-ROUUACIJSA-N,CC1CCC2C(C3CCCC3)CCCC2C1CCC1CC2CC1CC2C1CCCCC1,True,,5,37,,,,,,
CHEMBL5074910,CHEMBL5074910,antagonist,initial,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Cc1ccc(-c2nc(N)nc3c2[nH]c(=O)n3Cc2ccccc2)o1,QJCIJBBTTGKSQT-UHFFFAOYSA-N,CC1CC2C(C3CCCC3)CCCC2C1CC1CCCCC1,True,,5,38,,,,,,
CHEMBL3416777,CHEMBL3416777,agonist,initial,1,1,1,CHEMBL3419486,CHEMBL3414558,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(Cc5ccccc5)CC4)nc32)[C@H](O)[C@@H]1O,KOEBHQWXJSXWRR-CMCWBKRRSA-N,C1CCC(CC2CCC(CCCC3CCC4CCC(C5CCCC5)C4C3)CC2)CC1,False,,5,39,,,,,,
CHEMBL5075422,CHEMBL5075422,antagonist,initial,1,1,1,CHEMBL5046040,CHEMBL5042554,IC50,Antagonist activity at human recombinant adenosine A2A receptor transfected in HEK293 cells co-transfected with Galpha15/16 assessed as intracellular calcium change incubated for 10 mins by microplate reader method,Cn1cc(-c2cnc(N)n3nc(-c4ccco4)nc23)ccc1=O,REBSCEKUSAWQBZ-UHFFFAOYSA-N,CC1CCC(C2CCCC3CC(C4CCCC4)CC32)CC1,True,,5,40,,,,,,
CHEMBL5076939,CHEMBL5076939,antagonist,initial,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3Cc2ccco2)o1,KONIIWKRLZETBJ-UHFFFAOYSA-N,CC1CCC2C(C3CCCC3)CCCC2C1CC1CCCC1,True,,5,41,,,,,,
CHEMBL3416778,CHEMBL3416778,agonist,initial,1,1,1,CHEMBL3419486,CHEMBL3414558,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(CCc5ccccc5)CC4)nc32)[C@H](O)[C@@H]1O,GLQXBKNCFOACJO-UGCAPWQASA-N,C1CCC(CCC2CCC(CCCC3CCC4CCC(C5CCCC5)C4C3)CC2)CC1,False,,5,42,,,,,,
CHEMBL5077642,CHEMBL5077642,antagonist,initial,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,COc1ccc(N(C)C2CCN(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)C2)cc1,LNZWNAQCCDTWHH-UHFFFAOYSA-N,CC1CCC2C(C3CCCC3)CCCC2C1CCC1CCC(CC2CCCCC2)C1,True,,5,43,,,,,,
CHEMBL5078181,CHEMBL5078181,antagonist,initial,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCCc2ccccc2)o1,CMWXSRYHPVUFTA-UHFFFAOYSA-N,CC1CCC2C(C3CCCC3)CCCC2C1CCCC1CCCCC1,True,,5,44,,,,,,
CHEMBL3416810,CHEMBL3416810,agonist,initial,1,1,1,CHEMBL3419486,CHEMBL3414558,EC50,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N4CCN(c5ccc(OCCCc6ccccc6)cc5)CC4)nc32)[C@H](O)[C@@H]1O,GDLSEFIWYFWPFI-YRIIQKNPSA-N,C1CCC(CCCCC2CCC(C3CCC(C4CCC5CCC(C6CCCC6)C5C4)CC3)CC2)CC1,False,,5,45,,,,,,
CHEMBL5079295,CHEMBL5079295,antagonist,initial,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCN2CCN(C)CC2)o1,DYBIIASEQSAQKZ-UHFFFAOYSA-N,CC1CCC2C(C3CCCC3)CCCC2C1CCC1CCCCC1,True,,5,46,,,,,,
CHEMBL5080005,CHEMBL5080005,antagonist,initial,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3Cc2cccc(C(F)(F)F)c2)o1,BWRDLKUFCGFHSO-UHFFFAOYSA-N,CC1CCC2C(C3CCCC3)CCCC2C1CC1CCCCC1,True,,5,47,,,,,,
CHEMBL5081971,CHEMBL5081971,antagonist,initial,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCN2CCN(c3ccc(Oc4ccccc4)cc3)CC2)o1,WALHSXGJSVIXLF-UHFFFAOYSA-N,CC1CCC2C(C3CCCC3)CCCC2C1CCC1CCC(C2CCC(CC3CCCCC3)CC2)CC1,True,,5,48,,,,,,
CHEMBL388509,CHEMBL388509,agonist,initial,1,1,1,CHEMBL889385,CHEMBL1145382,Activity,Agonist activity at adenosine A2A receptor in SH-SY5Y cells assessed as CGS-induced intracellular cAMP production at 50 uM,CC(C)[C@H](NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1)C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N1CCC[C@H]1C(N)=O,VJRBXIHTQMRKQY-JXSIFGCMSA-N,CC(CCC(C)C1CCC2CC3CCC4CCCC(C2C1)C43)CC(CC1CCCCC1)C(C)C1CCCC1,False,,5,49,,,,,,
CHEMBL5083868,CHEMBL5083868,antagonist,initial,1,1,1,CHEMBL5049262,CHEMBL5046288,IC50,Antagonist activity at human A2aR expressed in HEK293 cells assessed as reduction in cAMP production incubated for 60 mins by ultra LANCE cAMP detection assay,Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCCCc2ccccc2)o1,MIBKLSWBYDFURE-UHFFFAOYSA-N,CC1CCC2C(C3CCCC3)CCCC2C1CCCCC1CCCCC1,True,,5,50,,,,,,
